Name,Link
vitamin b complex-c capsule (OTC),https://www.webmd.com/drugs/2/drug-22088-9038/vitamin-b-complex-c-capsule/details
vitamin b complex-c-e-minerals tablet (OTC),https://www.webmd.com/drugs/2/drug-63455-6106/vitamin-b-complex-c-e-minerals-tablet/details
vitamin b complex-vit b12 drops (OTC),https://www.webmd.com/drugs/2/drug-152932-6106/vitamin-b-complex-vit-b12-drops/details
vitamin b complex-zinc 3.6 mg-manganese 0.75 mg/15 ml oral liquid (),https://www.webmd.com/drugs/2/drug-180747-4249/vit-b-complex-zinc-manganese-liquid/details
vitamin b complx-c-fa-zinc cit tablet (),https://www.webmd.com/drugs/2/drug-165793-6106/vitamin-b-complx-c-fa-zinc-cit-tablet/details
vitamin b w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58626-9038/vitamin-b-w-c-capsule/details
vitamin b w/vitamin c and zinc tablet (OTC),https://www.webmd.com/drugs/2/drug-58758-9038/vitamin-b-w-vitamin-c-and-zinc-tablet/details
vitamin b w/vitamin c hi-po capsule (OTC),https://www.webmd.com/drugs/2/drug-58632-9038/vitamin-b-w-vitamin-c-hi-po-capsule/details
vitamin b-1 (),https://www.webmd.com/drugs/2/drug-1426-131/vitamin-b-1/details
vitamin b-1 (mononitrate) 100 mg tablet (),https://www.webmd.com/drugs/2/drug-154442-131/vitamin-b-1/details
vitamin b-1 solution (RX),https://www.webmd.com/drugs/2/drug-11735-9131/vitamin-b-1-solution/details
vitamin b-100 balanced tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58487-6106/vitamin-b-100-balanced-tablet-er/details
vitamin b-100 complex (OTC),https://www.webmd.com/drugs/2/drug-58501-6106/vitamin-b-100-complex/details
vitamin b-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58493-6106/vitamin-b-100-tablet/details
vitamin b-12 (),https://www.webmd.com/drugs/2/drug-1010-1249/vitamin-b-12/details
vitamin b-12 100 mcg/ml injection solution (RX),https://www.webmd.com/drugs/2/drug-6550-2038/cyanocobalamin-vial/details
vitamin b-12 cr tablet, extended release (),https://www.webmd.com/drugs/2/drug-8084-1249/vitamin-b-12-cr-tablet-er/details
vitamin b-12 tablet (),https://www.webmd.com/drugs/2/drug-828-1249/vitamin-b-12/details
vitamin b-12 time tablet, extended release (),https://www.webmd.com/drugs/2/drug-60302-1249/vitamin-b-12-time-tablet-er/details
vitamin b-2 (),https://www.webmd.com/drugs/2/drug-6497-1782/vitamin-b-2/details
vitamin b-3 tablet (OTC),https://www.webmd.com/drugs/2/drug-8721-126/vitamin-b-3-tablet/details
vitamin b-50 complex tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-10546-6106/vitamin-b-50-complex-tablet-er/details
vitamin b-50 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58492-6106/vitamin-b-50-tablet-er/details
vitamin b-6 (),https://www.webmd.com/drugs/2/drug-19-127/vitamin-b-6/details
vitamin b-6 cr tablet, extended release (),https://www.webmd.com/drugs/2/drug-954-127/vitamin-b-6-cr-tablet-er/details
vitamin b-6 pyridoxine tablet (),https://www.webmd.com/drugs/2/drug-58197-127/vitamin-b-6-pyridoxine-tablet/details
vitamin b-6 timed release tablet, extended (),https://www.webmd.com/drugs/2/drug-58212-127/vitamin-b-6-timed-release-tablet-er/details
vitamin b-complex plus c capsule (OTC),https://www.webmd.com/drugs/2/drug-58631-9038/vitamin-b-complex-plus-c-capsule/details
vitamin b-complex w/c tablet (),https://www.webmd.com/drugs/2/drug-58653-9038/vitamin-b-complex-w-c-tablet/details
vitamin b-complex w/vitamin c capsule (),https://www.webmd.com/drugs/2/drug-58551-9038/vitamin-b-complex-w-vitamin-c-capsule/details
vitamin b-complex w/vitamin c tablet, extended release (),https://www.webmd.com/drugs/2/drug-58551-6106/vitamin-b-complex-w-vitamin-c-tablet-er/details
vitamin b-complex with vit c (),https://www.webmd.com/drugs/2/drug-58621-9038/vitamin-b-complex-with-vit-c/details
vitamin b-complex with vit c tablet multivitamins (),https://www.webmd.com/drugs/2/drug-58621-6106/vitamin-b-complex-with-vit-c-tablet-multivitamins/details
vitamin b-complex with vit c,e capsule (OTC),https://www.webmd.com/drugs/2/drug-58616-9038/vitamin-b-complex-with-vit-c-e-capsule/details
vitamin-b complex tablet (),https://www.webmd.com/drugs/2/drug-1503-6106/vitamin-b-complex-tablet/details
vitmain b-12 solution (RX),https://www.webmd.com/drugs/2/drug-60337-2038/vitmain-b-12-solution/details
wes b/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58633-9038/wes-b-c-capsule/details
yl balanced b-100 tablet (),https://www.webmd.com/drugs/2/drug-21112-6106/yl-balanced-b-100-tablet/details
yl vitamin b-6 tablet (),https://www.webmd.com/drugs/2/drug-21671-127/yl-vitamin-b-6-tablet/details
zilactin-b gel (OTC),https://www.webmd.com/drugs/2/drug-6476-1459/zilactin-b-gel/details
zinc w/b,c & e tablet (OTC),https://www.webmd.com/drugs/2/drug-58747-6106/zinc-w-b-c-e-tablet/details
zinc with b,e and c tablet (OTC),https://www.webmd.com/drugs/2/drug-487-9038/zinc-with-b-e-and-c-tablet/details
zinc with vitamin b,e and c tablet (OTC),https://www.webmd.com/drugs/2/drug-58751-6106/zinc-with-vitamin-b-e-and-c-tablet/details
